timestamps,open,high,low,close,volume,amount
2026-01-21 01:00:00,3009.31,3023.64,2984.26,2999.62,25515.9493,76544524.421599
2026-01-21 02:00:00,2999.62,3009.0,2987.91,2991.81,15018.3357,45027024.848067
2026-01-21 03:00:00,2991.81,3003.31,2980.11,2996.49,15884.6582,47523816.64426
2026-01-21 04:00:00,2996.49,3007.15,2986.31,3006.66,12226.3577,36662417.031975
2026-01-21 05:00:00,3006.66,3007.22,2990.0,2993.53,12764.7295,38314378.529711
2026-01-21 06:00:00,2993.53,2999.08,2920.0,2951.54,37596.9297,110986778.750479
2026-01-21 07:00:00,2951.53,2952.42,2930.64,2939.88,19050.9531,56041432.670926
2026-01-21 08:00:00,2939.88,2969.51,2921.89,2960.0,24100.4816,71005025.060303
2026-01-21 09:00:00,2960.01,2974.2,2955.24,2965.15,10659.339,31613207.537558
2026-01-21 10:00:00,2965.14,2975.41,2958.0,2961.52,9378.8659,27824107.038741
2026-01-21 11:00:00,2961.52,2984.64,2960.87,2981.76,8605.1952,25587674.483834
2026-01-21 12:00:00,2981.75,2985.61,2974.85,2979.51,5848.5744,17438327.53973
2026-01-21 13:00:00,2979.5,3002.0,2977.53,2993.03,13125.9514,39277295.409644
2026-01-21 14:00:00,2993.03,2993.58,2975.33,2980.3,6624.2495,19785154.721942
2026-01-21 15:00:00,2980.31,2985.67,2966.0,2970.6,18355.0756,54612602.185879
2026-01-21 16:00:00,2970.6,2974.59,2956.0,2965.49,15077.8309,44720294.15625
2026-01-21 17:00:00,2965.49,2974.87,2950.34,2954.09,9638.3813,28593968.451535
2026-01-21 18:00:00,2954.08,2970.12,2952.42,2963.92,6687.776,19814143.336457
2026-01-21 19:00:00,2963.92,2971.66,2938.0,2943.0,16453.5334,48571146.644134
2026-01-21 20:00:00,2943.0,2946.47,2902.0,2931.48,39943.8258,116675759.074279
2026-01-21 21:00:00,2931.48,2945.64,2920.51,2928.13,15478.8032,45411821.627896
2026-01-21 22:00:00,2928.13,2995.83,2924.56,2981.09,51363.2491,152641112.749056
2026-01-21 23:00:00,2981.09,3026.83,2975.17,3002.69,45958.4767,137873132.081169
2026-01-22 00:00:00,3002.69,3005.22,2886.0,2891.58,63238.7042,185054879.679531
2026-01-22 01:00:00,2891.59,2914.19,2866.11,2903.91,52720.4294,152386183.874089
2026-01-22 02:00:00,2903.91,2933.8,2887.88,2927.4,17887.3425,52047695.024073
2026-01-22 03:00:00,2927.39,3069.07,2916.6,3055.56,75387.9538,226701656.403121
2026-01-22 04:00:00,3055.55,3057.72,3003.45,3031.84,33543.4474,101491297.983684
2026-01-22 05:00:00,3031.84,3044.16,3021.3,3031.47,11046.1957,33510777.219865
2026-01-22 06:00:00,3031.47,3045.01,3009.1,3010.52,10684.0157,32309245.092395
2026-01-22 07:00:00,3010.51,3025.35,2972.69,2982.27,15992.5504,47956676.436888
2026-01-22 08:00:00,2982.28,3011.51,2980.73,3005.39,11865.4604,35583831.908215
2026-01-22 09:00:00,3005.4,3033.95,3002.73,3028.52,10091.251,30486515.319263
2026-01-22 10:00:00,3028.52,3038.33,3015.15,3017.72,9545.4884,28907569.496663
2026-01-22 11:00:00,3017.72,3030.82,2999.77,3013.41,9405.7311,28345695.509122
2026-01-22 12:00:00,3013.41,3025.43,3011.5,3023.04,5226.8296,15780126.035484
2026-01-22 13:00:00,3023.03,3027.9,3014.78,3019.8,5095.4171,15391832.965747
2026-01-22 14:00:00,3019.8,3027.61,3008.83,3019.13,10859.0486,32764898.256298
2026-01-22 15:00:00,3019.14,3022.39,3000.4,3000.94,9422.4078,28368340.894364
2026-01-22 16:00:00,3000.94,3008.15,2992.5,3005.75,9275.3961,27831042.909776
2026-01-22 17:00:00,3005.75,3016.4,3003.19,3013.63,6819.533,20526423.725417
2026-01-22 18:00:00,3013.63,3014.63,3000.0,3002.64,7328.6677,22034222.045297
2026-01-22 19:00:00,3002.63,3006.82,2977.22,2986.8,13087.3376,39128419.695077
2026-01-22 20:00:00,2986.8,2998.48,2978.45,2990.86,7449.8362,22269306.661095
2026-01-22 21:00:00,2990.86,3010.18,2962.33,2972.76,18870.8896,56258807.212857
2026-01-22 22:00:00,2972.76,2982.13,2935.22,2941.33,34628.086,102454195.329804
2026-01-22 23:00:00,2941.32,2968.39,2906.02,2942.01,45630.1979,133971962.049416
2026-01-23 00:00:00,2942.02,2958.53,2923.99,2946.24,17646.4965,51901334.014638
2026-01-23 01:00:00,2946.24,2963.83,2934.97,2961.77,10980.2225,32385448.074181
2026-01-23 02:00:00,2961.76,2972.76,2938.46,2939.53,11212.245,33150184.586073
2026-01-23 03:00:00,2939.54,2963.49,2928.33,2953.94,8618.6074,25404947.238911
2026-01-23 04:00:00,2953.94,2957.86,2930.15,2939.02,9826.5634,28908470.760421
2026-01-23 05:00:00,2939.02,2951.45,2933.75,2946.4,6588.3296,19404402.769621
2026-01-23 06:00:00,2946.31,2959.16,2943.33,2951.9,6729.5611,19854170.48754
2026-01-23 07:00:00,2951.9,2955.89,2940.82,2952.69,5457.1313,16094744.293858
2026-01-23 08:00:00,2952.7,2957.13,2946.22,2953.61,5040.1625,14878153.253621
2026-01-23 09:00:00,2953.62,2970.0,2953.08,2968.88,7415.3464,21959228.266297
2026-01-23 10:00:00,2968.89,2972.08,2952.83,2952.83,5463.6639,16192866.275278
2026-01-23 11:00:00,2952.83,2965.45,2951.92,2964.42,4150.2135,12282870.214851
2026-01-23 12:00:00,2964.42,2984.71,2963.0,2977.99,10015.3261,29800268.190353
2026-01-23 13:00:00,2977.99,2978.41,2963.83,2968.56,7833.1727,23279425.357784
2026-01-23 14:00:00,2968.57,2975.39,2937.85,2939.88,16426.048,48548767.027977
2026-01-23 15:00:00,2939.88,2951.42,2935.31,2948.49,12271.1076,36157527.849938
2026-01-23 16:00:00,2948.58,2951.34,2921.2,2927.64,16274.5508,47723715.503203
2026-01-23 17:00:00,2927.64,2935.02,2915.19,2921.17,15019.2137,43909620.749391
2026-01-23 18:00:00,2921.16,2935.0,2914.93,2930.95,13413.5463,39252065.257241
2026-01-23 19:00:00,2930.95,2946.66,2928.44,2940.68,12030.9394,35355403.891121
2026-01-23 20:00:00,2940.68,2940.69,2929.0,2934.86,8042.3332,23608346.987469
2026-01-23 21:00:00,2934.85,2943.92,2927.09,2930.79,7776.2841,22829492.894488
2026-01-23 22:00:00,2930.78,2942.39,2892.4,2916.07,31603.727,92064262.454659
2026-01-23 23:00:00,2916.07,2965.06,2899.77,2952.75,26850.2304,78814218.855634
2026-01-24 00:00:00,2952.66,2980.0,2938.46,2967.99,25013.5039,74103903.602835
2026-01-24 01:00:00,2968.0,3019.26,2959.8,2987.51,33119.1072,99103556.961162
2026-01-24 02:00:00,2987.51,3007.55,2978.45,2988.6,15956.1797,47740022.779023
2026-01-24 03:00:00,2988.6,2988.6,2946.73,2959.8,20079.1145,59565906.115323
2026-01-24 04:00:00,2959.79,2963.69,2930.42,2940.16,13098.679,38561840.76439
2026-01-24 05:00:00,2940.15,2953.07,2938.26,2943.98,3646.0107,10746498.23927
2026-01-24 06:00:00,2943.98,2961.92,2943.47,2960.02,5647.058,16689763.332764
2026-01-24 07:00:00,2960.02,2960.02,2951.0,2956.41,2229.8131,6590250.845443
2026-01-24 08:00:00,2956.41,2958.99,2949.27,2950.99,4133.8814,12213366.143468
2026-01-24 09:00:00,2951.0,2959.45,2950.0,2956.12,2183.2688,6451811.388525
2026-01-24 10:00:00,2956.12,2962.32,2954.69,2959.59,3290.6754,9737586.733249
2026-01-24 11:00:00,2959.59,2970.41,2957.25,2962.72,9572.3536,28396888.747
2026-01-24 12:00:00,2962.72,2966.86,2959.49,2963.41,3230.1982,9569068.803829
2026-01-24 13:00:00,2963.41,2965.63,2957.39,2961.32,3560.5846,10546104.269594
2026-01-24 14:00:00,2961.32,2964.16,2959.13,2961.79,2039.1799,6039406.158005
2026-01-24 15:00:00,2961.79,2962.4,2953.99,2957.34,7722.5107,22833217.852486
2026-01-24 16:00:00,2957.34,2963.18,2954.77,2963.12,2867.9166,8484540.407691
2026-01-24 17:00:00,2963.13,2964.98,2960.1,2960.55,1548.1336,4586014.294205
2026-01-24 18:00:00,2960.55,2962.2,2958.75,2961.66,1666.157,4932543.872089
2026-01-24 19:00:00,2961.66,2964.48,2960.47,2961.18,1562.9538,4630240.684148
2026-01-24 20:00:00,2961.17,2965.01,2959.49,2962.64,3850.6809,11402353.648909
2026-01-24 21:00:00,2962.65,2963.5,2948.4,2948.92,3715.0482,10983771.886493
2026-01-24 22:00:00,2948.92,2959.55,2943.84,2959.48,6294.0764,18588891.545476
2026-01-24 23:00:00,2959.49,2968.08,2955.57,2957.25,7226.6559,21405186.13543
2026-01-25 00:00:00,2957.25,2961.62,2952.23,2958.9,3048.4388,9013072.868589
2026-01-25 01:00:00,2958.91,2966.1,2957.96,2964.3,3149.78,9332081.430243
2026-01-25 02:00:00,2964.31,2968.49,2961.99,2963.82,4188.8084,12418136.774152
2026-01-25 03:00:00,2963.82,2964.21,2952.44,2953.93,3763.0544,11126361.585715
2026-01-25 04:00:00,2953.94,2958.8,2953.76,2956.25,2357.1118,6968679.860667
2026-01-25 05:00:00,2956.26,2957.95,2949.23,2957.95,3613.1329,10671237.451419
2026-01-25 06:00:00,2957.95,2964.55,2957.94,2963.0,2303.2091,6819581.728381
2026-01-25 07:00:00,2963.0,2964.4,2952.54,2953.22,5195.0935,15367131.590663
2026-01-25 08:00:00,2953.23,2958.87,2952.54,2958.87,1835.3665,5423277.055617
2026-01-25 09:00:00,2958.86,2960.29,2950.0,2955.15,3953.2757,11681122.805
2026-01-25 10:00:00,2955.16,2957.8,2953.1,2953.37,1632.8242,4825262.695132
2026-01-25 11:00:00,2953.38,2954.1,2937.5,2942.6,7212.5023,21226931.956872
2026-01-25 12:00:00,2942.59,2949.36,2940.45,2945.29,5221.9103,15372338.830085
2026-01-25 13:00:00,2945.29,2948.64,2942.17,2947.38,1735.8472,5113252.704878
2026-01-25 14:00:00,2947.39,2947.77,2935.01,2944.24,5987.1847,17608958.718324
2026-01-25 15:00:00,2944.24,2944.24,2938.05,2939.57,2182.5704,6418496.785553
